RowName,WazaType,Element,IgnoreRandomInherit,Category,Power,DisplayPower,IsLeanBack,CameraShake,IgnoreRaycast,MinRange,MaxRange,MaxHeightDiff,CoolTime,ForceRagdollSize,EffectType1,EffectValue1,EffectValueEx1,EffectType2,EffectValue2,EffectValueEx2,SpecialAttackRateInfos,bIsWeaponDamage,WazaCustomExecuteConditions,bIsExplosionDamage,DisabledData,Strength,BulletEmiiterOverlapClass
NewRow_35,Unique_Deer_PushupHorn,Normal,True,Melee,90,90,False,Waza_M,False,550,2000,500,4.000000,None,None,0,0.000000,None,0,0.000000,"((Type=vsWood,Rate=1.100000))",False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_28,Unique_Boar_Tackle,Earth,True,Melee,60,60,False,Waza_M,False,300,2500,350,4.000000,S,None,0,0.000000,None,0,0.000000,"((Type=vsStone,Rate=3.000000))",False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_32,Unique_Eagle_GlidingNail,Normal,True,Melee,80,80,False,Waza_M,False,0,1000,500,4.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_41,Unique_NaughtyCat_CatPress,Normal,True,Melee,120,120,False,Waza_M,False,0,1500,900,8.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_42,Throw,Normal,True,Shot,60,60,False,Waza_M,False,1000,2500,2500,1.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_65,Unique_HawkBird_Storm,Normal,True,Melee,80,80,False,Waza_M,False,0,2500,700,4.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_59,PowerBall,Normal,False,Shot,120,120,False,Waza_M,False,1000,5000,5000,8.000000,XS,None,0,0.000000,None,0,0.000000,,False,,False,False,Medium,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_PowerBall.PalWazaBulletEmiiterOverlap_PowerBall_C'
NewRow_55,Unique_SakuraSaurus_SideTackle,Leaf,True,Melee,120,120,False,Waza_M,False,0,300,500,8.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_62,Unique_Gorilla_GroundPunch,Normal,True,Melee,120,120,False,Waza_M,True,0,500,300,8.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_63,Unique_FengyunDeeper_CloudTempest,Normal,True,Melee,120,120,False,Waza_M,False,550,2000,450,8.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_83,Scratch,Normal,True,Melee,100,100,False,Waza_M,False,0,200,200,2.000000,None,Stun,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_86,WorkAttack,Normal,True,Melee,100,100,False,Waza_M,False,0,500,500,1.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_89,Unique_KingAlpaca_BodyPress,Normal,True,Melee,200,200,False,Waza_L,True,0,1000,1000,12.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_96,Unique_SaintCentaur_OneSpearRushes,Normal,True,Melee,700,700,False,Waza_L,False,0,2500,300,30.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_107,HyperBeam,Normal,False,Shot,450,450,False,Waza_L,True,500,1800,1800,20.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_113,SelfDestruct,Normal,False,Shot,300,300,False,Waza_L,False,0,1000,1000,16.000000,S,Burn,100,0.000000,None,0,0.000000,,False,,True,False,Strong,None
NewRow_114,SelfDestruct_Bee,Leaf,True,Shot,300,300,False,Waza_L,False,0,1000,1000,16.000000,S,Burn,100,0.000000,None,0,0.000000,,False,,True,False,None,None
NewRow_118,SelfExplosion,Normal,False,Shot,1200,1200,False,Waza_L,False,0,1000,1000,60.000000,S,Burn,100,0.000000,None,0,0.000000,,False,,True,False,None,None
NewRow_5,WindCutter,Leaf,False,Shot,40,40,False,Waza_S,False,500,5000,9999,2.000000,None,IvyCling,35,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_22,SeedMachinegun,Leaf,False,Shot,80,80,False,Waza_S,False,0,300,300,4.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_45,Unique_FlowerDinosaur_Whip,Leaf,True,Shot,80,80,False,Waza_M,True,0,1500,200,4.000000,S,IvyCling,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_9,SpecialCutter,Leaf,False,Shot,160,160,False,Waza_S,False,500,5000,5000,8.000000,None,IvyCling,35,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_31,SeedMine,Leaf,False,Shot,120,120,False,Waza_M,False,800,5000,300,8.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,True,False,Medium,None
NewRow_53,Unique_RobinHood_BowSnipe,Leaf,True,Shot,120,120,False,Waza_M,False,1000,5000,5000,8.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_54,Unique_QueenBee_SpinLance,Leaf,True,Shot,160,160,False,Waza_M,True,0,600,250,8.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_74,GrassTornado,Leaf,False,Shot,200,200,False,Waza_M,True,700,3000,600,12.000000,None,IvyCling,65,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_77,Unique_GrassPanda_MusclePunch,Leaf,True,Melee,120,120,False,Waza_M,False,0,700,400,8.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_82,RootAttack,Leaf,False,Shot,250,250,False,Waza_M,False,500,5000,500,12.000000,S,IvyCling,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_112,SolarBeam,Leaf,False,Shot,450,450,False,Waza_L,True,500,1800,1800,20.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_2,SnowStorm,Ice,True,Shot,1,1,False,Waza_M,False,100,1000,1000,5.000000,None,Freeze,20,0.000000,None,0,0.000000,,False,,False,True,None,None
NewRow_43,EnergyShot,Ice,True,Shot,1,1,False,Waza_M,False,1000,5000,5000,5.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,True,None,None
NewRow_11,IceMissile,Ice,False,Shot,40,40,False,Waza_S,False,800,3000,9999,2.000000,None,Freeze,102,0.000000,None,0,0.000000,,False,,False,False,Weak,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_IceMissile.PalWazaBulletEmiiterOverlap_IceMissile_C'
NewRow_40,IceBlade,Ice,False,Shot,80,80,False,Waza_M,True,500,4000,4000,4.000000,None,Freeze,50,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_48,Unique_IceDeer_IceHorn,Ice,True,Melee,120,120,False,Waza_M,False,550,2000,500,8.000000,S,Freeze,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_50,BlizzardLance,Ice,False,Shot,120,120,False,Waza_M,True,100,5000,400,8.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_66,Unique_CaptainPenguin_BodySlide,Ice,True,Shot,140,140,False,Waza_M,False,500,3000,300,8.000000,S,Freeze,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_80,FrostBreath,Ice,False,Shot,160,160,False,Waza_M,False,500,1500,1500,8.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_93,Unique_VolcanicMonster_Ice_IceAttack,Ice,True,Shot,400,400,False,Waza_L,True,0,5000,900,20.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_95,Unique_IceHorse_IceBladeAttack,Ice,True,Melee,700,700,False,Waza_L,False,0,2500,400,30.000000,S,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_98,IcicleThrow,Ice,False,Shot,450,450,False,Waza_L,True,1000,5000,5000,20.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,,False,False,Strong,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_IcicleThrow.PalWazaBulletEmiiterOverlap_IcicleThrow_C'
NewRow_10,FireBlast,Fire,False,Shot,40,40,False,Waza_S,False,500,5000,9999,2.000000,None,Burn,50,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_25,FireSeed,Fire,False,Shot,80,80,False,Waza_S,False,1000,3000,3000,4.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_38,Unique_FlameBuffalo_FlameHorn,Fire,True,Melee,80,80,False,Waza_M,False,1000,2500,300,4.000000,None,Burn,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_44,FlareArrow,Fire,False,Shot,120,120,False,Waza_M,False,500,5000,5000,8.000000,None,Burn,102,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_81,Unique_Ronin_Iai,Fire,True,Melee,160,160,False,Waza_M,True,1000,5000,400,8.000000,None,Burn,50,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_58,Flamethrower,Fire,False,Shot,160,160,False,Waza_M,True,500,1500,1500,8.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_70,Unique_Baphomet_SwallowKite,Fire,True,Melee,200,200,False,Waza_M,False,600,1200,500,12.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_64,Unique_AmaterasuWolf_FireCharge,Fire,True,Melee,200,200,False,Waza_M,False,1000,3500,400,12.000000,S,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_75,FlareTornado,Fire,False,Shot,200,200,False,Waza_M,True,700,3000,600,12.000000,None,Burn,65,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_69,Unique_FireKirin_Tackle,Fire,True,Melee,300,300,False,Waza_M,False,0,2500,400,16.000000,S,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_91,Unique_VolcanicMonster_MagmaAttack,Fire,True,Shot,300,300,False,Waza_L,True,0,5000,900,16.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_101,Inferno,Fire,False,Shot,500,500,False,Waza_L,True,100,1000,300,24.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_100,Unique_Horus_FlareBird,Fire,True,Melee,320,320,False,Waza_L,False,500,3000,600,16.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_111,FireBall,Fire,False,Shot,600,600,False,Waza_L,False,500,5000,5000,30.000000,S,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Strong,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_FireBall.PalWazaBulletEmiiterOverlap_FireBall_C'
NewRow_72,CrossThunder,Electricity,True,Shot,1,1,False,Waza_M,False,500,1000,1000,7.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,True,None,None
NewRow_97,ThunderRain,Electricity,False,Shot,400,400,False,Waza_L,True,0,2000,1200,20.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_14,SpreadPulse,Electricity,False,Shot,50,50,False,Waza_S,False,1200,5000,5000,2.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_20,Funnel_RaijinDaughter,Electricity,True,Shot,30,30,False,Waza_S,False,500,3000,3000,8.000000,None,Electrical,10,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_16,ElecWave,Electricity,False,Shot,80,80,False,Waza_S,True,0,300,500,4.000000,None,Electrical,103,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Weak,None
NewRow_24,ThunderBall,Electricity,False,Shot,100,100,False,Waza_M,False,500,2500,2500,8.000000,None,Electrical,50,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_37,ThunderFunnel,Electricity,False,Shot,120,120,False,Waza_M,True,500,5000,5000,8.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Weak,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_ThunderFunnel.PalWazaBulletEmiiterOverlap_ThunderFunnel_C'
NewRow_52,LockonLaser,Electricity,False,Shot,140,140,False,Waza_M,False,0,5000,5000,8.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_60,Unique_ElecPanda_ElecScratch,Electricity,True,Melee,150,150,False,Waza_M,False,0,700,500,8.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_67,LineThunder,Electricity,False,Shot,160,160,False,Waza_M,True,500,2000,800,8.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_116,Unique_GrassPanda_Electric_ElectricPunch,Electricity,True,Melee,180,180,False,Waza_M,False,0,700,400,8.000000,S,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_79,ThreeThunder,Electricity,False,Shot,200,200,False,Waza_M,True,0,5000,1200,12.000000,None,Electrical,103,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_90,Unique_Kirin_LightningTackle,Electricity,True,Melee,120,120,False,Waza_M,False,500,1200,300,8.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_92,Unique_ThunderDragonMan_ThunderSwordAttack,Electricity,True,Shot,250,250,False,Waza_L,False,0,5000,5000,12.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,None,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_Unique_ThunderDragonMan_ThunderSwordAttack.PalWazaBulletEmiiterOverlap_Unique_ThunderDragonMan_ThunderSwordAttack_C'
NewRow_102,LightningStrike,Electricity,False,Shot,300,300,False,Waza_L,True,0,500,500,16.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_110,Thunderbolt,Electricity,False,Shot,450,450,False,Waza_L,True,500,3000,3000,20.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_12,MudShot,Earth,False,Shot,40,40,False,Waza_S,False,500,5000,9999,2.000000,None,Muddy,50,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_29,StoneShotgun,Earth,False,Shot,80,80,False,Waza_S,False,500,4000,4000,4.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_47,Unique_DrillGame_ShellAttack,Earth,True,Melee,120,120,False,Waza_S,False,200,1500,300,8.000000,None,None,0,0.000000,None,0,0.000000,"((Type=vsStone,Rate=15.000000))",False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_33,ThrowRock,Earth,False,Shot,120,120,False,Waza_M,False,500,2500,2500,8.000000,XS,Muddy,35,0.000000,Stun,20,0.000000,,False,,False,False,Medium,None
NewRow_49,Unique_HerculesBeetle_BeetleTackle,Earth,True,Melee,250,250,False,Waza_M,False,0,2500,400,12.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_73,SandTornado,Earth,False,Shot,200,200,False,Waza_M,True,100,3000,600,12.000000,None,Muddy,65,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_56,Unique_Anubis_LowRoundKick,Earth,True,Melee,300,300,False,Waza_M,True,0,300,300,16.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_87,Unique_Grassmammoth_Earthquake,Earth,True,Shot,300,300,False,Waza_L,True,0,1500,200,16.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_78,Unique_Anubis_Tackle,Earth,True,Melee,400,400,False,Waza_M,False,1500,3000,300,20.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_99,Unique_Anubis_GroundPunch,Earth,True,Melee,500,500,False,Waza_L,False,0,5000,200,24.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_108,RockLance,Earth,False,Shot,400,400,False,Waza_L,True,100,5000,500,20.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_13,DragonCanon,Dragon,False,Shot,40,40,False,Waza_S,False,500,4000,9999,2.000000,None,Burn,35,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_36,DragonWave,Dragon,False,Shot,80,80,False,Waza_M,True,0,200,600,4.000000,None,Burn,50,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_57,DragonBreath,Dragon,False,Shot,160,160,False,Waza_M,False,500,1500,1500,8.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_61,Unique_FairyDragon_FairyTornado,Dragon,True,Shot,150,150,False,Waza_M,True,0,3000,600,8.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_104,Unique_JetDragon_JumpBeam,Dragon,True,Shot,700,700,False,Waza_L,False,1000,5000,5000,30.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,None,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_Unique_JetDragon_JumpBeam.PalWazaBulletEmiiterOverlap_Unique_JetDragon_JumpBeam_C'
NewRow_109,DragonMeteor,Dragon,False,Shot,600,600,False,Waza_L,False,500,5000,5000,30.000000,None,Burn,45,0.000000,None,0,0.000000,,False,,False,False,Strong,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_DragonMeteor.PalWazaBulletEmiiterOverlap_DragonMeteor_C'
NewRow_0,PoisonFog,Dark,False,Shot,0,0,False,Waza_S,True,0,400,700,30.000000,None,Poison,9999,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Weak,None
NewRow_8,Funnel_DreamDemon,Dark,True,Shot,20,20,False,Waza_M,False,1000,5000,5000,5.000000,None,Darkness,5,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_18,PoisonShot,Dark,False,Shot,30,30,False,Waza_S,False,500,5000,5000,2.000000,None,Poison,100,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_27,DarkBall,Dark,False,Shot,50,50,False,Waza_S,False,500,1000,1000,2.000000,None,Darkness,50,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_34,DarkWave,Dark,False,Shot,80,80,False,Waza_M,True,0,300,600,4.000000,None,Darkness,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_39,Unique_DarkCrow_TelePoke,Dark,True,Melee,70,70,False,Waza_M,True,0,5000,5000,4.000000,None,Darkness,50,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_46,Unique_Werewolf_Scratch,Dark,True,Melee,80,80,False,Waza_M,False,400,500,500,4.000000,None,Darkness,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_68,GhostFlame,Dark,False,Shot,200,200,False,Waza_M,False,500,5000,5000,12.000000,None,Burn,102,0.000000,None,0,0.000000,,False,,False,False,Weak,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_GhostFlame.PalWazaBulletEmiiterOverlap_GhostFlame_C'
NewRow_71,Unique_FireKirin_Dark_DarkTossin,Dark,True,Melee,300,300,False,Waza_M,False,0,2500,400,16.000000,S,Darkness,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_84,ShadowBall,Dark,False,Shot,300,300,False,Waza_L,False,1000,5000,5000,16.000000,S,Darkness,65,0.000000,None,0,0.000000,,False,,False,False,Strong,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_ShadowBall.PalWazaBulletEmiiterOverlap_ShadowBall_C'
NewRow_94,Psychokinesis,Dark,True,Shot,700,700,False,Waza_L,False,0,5000,1000,30.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_115,Unique_BlackCentaur_TwoSpearRushes,Dark,True,Melee,700,700,False,Waza_L,False,0,1000,400,30.000000,S,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_106,DarkLaser,Dark,False,Shot,450,450,False,Waza_L,True,500,1800,1800,20.000000,None,Darkness,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_103,Unique_BlackGriffon_TackleLaser,Dark,True,Shot,400,400,False,Waza_M,False,0,2500,2500,20.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_117,DarkLegion,Dark,False,Shot,600,600,False,Waza_M,False,0,1500,3000,30.000000,None,Darkness,100,0.000000,None,0,0.000000,,False,,False,False,Strong,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_DarkLegion.PalWazaBulletEmiiterOverlap_DarkLegion_C'
NewRow_119,Unique_WeaselDragon_FlyingTackle,Dragon,True,Melee,80,80,False,Waza_M,False,300,1500,300,4.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
