RowName,OverrideNameTextID,NamePrefixID,OverridePartnerSkillNameTextID,OverridePartnerSkillDescTextID,IsPal,Tribe,BPClass,ZukanIndex,ZukanIndexSuffix,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,Weapon,WeaponEquip,Hp,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,Friendship_HP,Friendship_ShotAttack,Friendship_Defense,Friendship_CraftSpeed,EnemyMaxHPRate,EnemyReceiveDamageRate,EnemyInflictDamageRate,EnemyWazaCoolTimeRate,CaptureRateCorrect,ExpRatio,Price,StatusResistUpRate,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,SwimSpeed,SwimDashSpeed,IsBoss,IsTowerBoss,IsRaidBoss,UseBossHPGauge,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,IgnoreStun,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,CombiDuplicatePriority,IgnoreCombi,MeshCapsuleHalfHeight,MeshCapsuleRadius,MeshRelativeLocation,BestWorkSuitability,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4,FirstDefeatRewardItemID
GYM_LilyQueen,PAL_NAME_ForestBoss,GYM_NAME_Forest,None,None,True,LilyQueen,GYM_LilyQueen,-2,,XL,9,Leaf,None,Humanoid,None,None,False,110,100,110,105,100,100,3.500000,2.100000,2.300000,0.000000,25.000000,1.000000,1.000000,2.000000,1.000000,30.000000,6854.000000,1.000000,Boss,None,60,100,450,650,275,450,450,True,True,False,True,TowerBoss,True,True,False,475,1.000000,6,25,90,1.000000,False,False,9,False,True,100,0,9999,999900,True,250.000000,80.000000,"(X=0.000000,Y=0.000000,Z=-270.000000)",Seeding,0,0,3,0,2,2,0,0,0,3,0,0,0,None,None,None,None,None
GYM_ThunderDragonMan,PAL_NAME_VolcanoBoss,GYM_NAME_Volcano,None,None,True,ThunderDragonMan,GYM_ThunderDragonMan,-2,,XL,9,Dragon,Electricity,Humanoid,None,None,False,100,100,130,110,100,100,4.000000,1.300000,2.100000,0.000000,25.000000,1.000000,1.000000,2.000000,1.000000,30.000000,8272.000000,1.000000,Boss,None,100,185,900,1300,542,1620,2160,True,True,False,True,TowerBoss,True,True,False,475,1.000000,7,25,90,1.000000,False,False,9,False,True,100,100,9999,999900,True,110.000000,80.000000,"(X=0.000000,Y=0.000000,Z=-110.000000)",GenerateElectricity,0,0,0,8,2,0,0,0,0,0,0,3,0,None,None,None,None,None
GYM_MoonQueen,PAL_NAME_SakurajimaBoss,GYM_NAME_Sakurajima,None,None,True,MoonQueen,GYM_MoonQueen,-2,,XL,9,Dark,Normal,Humanoid,None,None,False,130,100,115,110,100,100,2.500000,1.900000,2.100000,0.000000,54.000000,1.000000,1.000000,2.000000,1.000000,30.000000,8190.000000,1.000000,Boss,None,60,150,450,550,275,150,150,True,True,False,True,TowerBoss,True,True,False,150,1.000000,2,25,90,1.000000,False,True,0,False,True,100,0,9999,999900,True,179.110001,80.000000,"(X=0.000000,Y=0.000000,Z=-191.000000)",Handcraft,0,0,0,0,1,0,0,0,0,0,0,1,0,None,None,None,None,None
GYM_SnowTigerBeastman,PAL_NAME_VikingBoss,GYM_NAME_Viking,None,None,True,SnowTigerBeastman,GYM_SnowTigerBeastman,-2,,XL,10,Ice,None,Humanoid,None,None,False,140,100,130,120,100,100,2.000000,1.300000,1.700000,0.000000,62.000000,1.000000,1.000000,2.000000,1.000000,30.000000,8850.000000,1.000000,Boss,None,120,225,700,900,-1,225,330,True,True,False,True,TowerBoss,True,True,False,150,1.000000,6,25,90,1.000000,False,False,5,False,True,100,60,9999,999900,True,150.000000,80.000000,"(X=0.000000,Y=0.000000,Z=-150.000000)",Cool,0,0,0,0,0,0,2,2,0,0,8,0,0,None,None,None,None,None
GYM_BlueSkyDragon,PAL_NAME_SorajimaBoss,GYM_NAME_Sorajima,None,None,True,BlueSkyDragon,GYM_BlueSkyDragon,-1,,XL,9,Dragon,Water,Dragon,None,None,False,168,100,135,120,100,100,0.600000,1.100000,1.700000,0.000000,50.000000,1.000000,0.900000,2.000000,1.000000,30.000000,9062.000000,1.000000,Boss,None,50,300,1400,2800,450,1400,1400,True,True,False,True,TowerBoss,True,True,False,620,1.000000,9,25,90,1.000000,False,False,9,False,True,100,50,9999,999900,True,67.550003,40.000000,"(X=0.000000,Y=0.000000,Z=-67.547000)",Watering,0,8,0,0,0,5,0,0,0,0,0,0,0,None,None,None,None,None
GYM_ElecPanda_2,PAL_NAME_GrassBoss,GYM_NAME_Meadow,None,None,True,ElecPanda,GYM_ElecPanda,-2,,XL,8,Electricity,None,Humanoid,None,None,False,105,100,100,100,100,100,3.800000,2.500000,2.500000,0.000000,100.000000,0.100000,13.000000,3.000000,1.000000,30.000000,7048.000000,1.000000,Boss,None,80,140,3000,1100,287,180,300,True,True,False,True,TowerBoss,True,True,False,475,1.000000,6,25,90,1.000000,False,False,9,True,True,100,0,9999,999900,True,220.000000,80.000000,"(X=-20.000000,Y=0.000000,Z=-30.000000)",GenerateElectricity,0,0,0,3,2,0,2,0,0,0,0,3,0,None,None,None,None,None
GYM_LilyQueen_2,PAL_NAME_ForestBoss,GYM_NAME_Forest,None,None,True,LilyQueen,GYM_LilyQueen,-2,,XL,9,Leaf,None,Humanoid,None,None,False,110,100,110,105,100,100,3.500000,2.100000,2.300000,0.000000,100.000000,0.120000,10.000000,3.000000,1.000000,31.000000,6854.000000,1.000000,Boss,None,60,100,3000,650,275,450,450,True,True,False,True,TowerBoss,True,True,False,475,1.000000,6,25,90,1.000000,False,False,9,False,True,100,0,9999,999900,True,250.000000,80.000000,"(X=0.000000,Y=0.000000,Z=-270.000000)",Seeding,0,0,3,0,2,2,0,0,0,3,0,0,0,None,None,None,None,None
GYM_ThunderDragonMan_2,PAL_NAME_VolcanoBoss,GYM_NAME_Volcano,None,None,True,ThunderDragonMan,GYM_ThunderDragonMan,-2,,XL,9,Dragon,Electricity,Humanoid,None,None,False,100,100,130,110,100,100,4.000000,1.300000,2.100000,0.000000,110.000000,0.150000,10.000000,2.500000,1.000000,32.000000,8272.000000,1.000000,Boss,None,100,185,3000,1300,542,1620,2160,True,True,False,True,TowerBoss,True,True,False,475,1.000000,7,25,90,1.000000,False,False,9,False,True,100,100,9999,999900,True,110.000000,80.000000,"(X=0.000000,Y=0.000000,Z=-110.000000)",GenerateElectricity,0,0,0,8,2,0,0,0,0,0,0,3,0,None,None,None,None,None
GYM_Horus_2,PAL_NAME_DessertBoss,GYM_NAME_Desert,None,None,True,Horus,GYM_Horus,-2,,XL,9,Fire,None,Bird,None,None,False,100,100,105,110,90,100,4.000000,2.300000,2.100000,0.000000,110.000000,0.150000,8.000000,2.500000,1.000000,33.000000,5370.000000,1.000000,Boss,None,150,200,3000,1500,500,1000,1000,True,True,False,True,TowerBoss,True,True,False,525,1.000000,8,25,90,1.000000,False,False,9,False,True,100,100,9999,999900,True,300.000000,120.000000,"(X=0.000000,Y=0.000000,Z=-300.000000)",EmitFlame,3,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None,None
GYM_BlackGriffon_2,PAL_NAME_SnowBoss,GYM_NAME_Snow,None,None,True,BlackGriffon,GYM_BlackGriffon,-2,,XL,10,Dark,None,FourLegged,None,None,False,120,130,120,140,90,100,3.000000,1.700000,1.000000,0.000000,100.000000,0.250000,12.000000,2.000000,1.000000,34.000000,6490.000000,1.000000,Boss,None,80,80,3000,1300,465,255,360,True,True,False,True,TowerBoss,True,True,False,525,1.000000,8,25,90,1.000000,False,True,9,False,True,100,100,9999,999900,True,130.000000,120.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,None
GYM_BlackGriffon_2_Avatar,PAL_NAME_SnowBoss,GYM_NAME_Snow,None,None,True,BlackGriffon,GYM_BlackGriffon,-2,,XL,10,Dark,None,FourLegged,None,None,False,120,130,120,140,90,100,3.000000,1.700000,1.000000,0.000000,100.000000,0.250000,12.000000,2.000000,1.000000,34.000000,6490.000000,1.000000,Boss,None,80,80,3000,1300,465,255,360,True,True,False,False,TowerBoss,True,True,False,525,1.000000,8,25,90,1.000000,False,True,9,False,True,100,100,9999,999900,True,130.000000,120.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,None
GYM_MoonQueen_2,PAL_NAME_SakurajimaBoss,GYM_NAME_Sakurajima,None,None,True,MoonQueen,GYM_MoonQueen,-2,,XL,9,Dark,Normal,Humanoid,None,None,False,130,100,115,110,100,100,2.500000,1.900000,2.100000,0.000000,93.000000,0.200000,9.000000,2.000000,1.000000,35.000000,8190.000000,1.000000,Boss,None,60,150,450,550,275,150,150,True,True,False,True,TowerBoss,True,True,False,150,1.000000,2,25,90,1.000000,False,True,0,False,True,100,0,9999,999900,True,179.110001,80.000000,"(X=0.000000,Y=0.000000,Z=-191.000000)",Handcraft,0,0,0,0,1,0,0,0,0,0,0,1,0,None,None,None,None,None
GYM_MoonQueen_2_Servant,PAL_NAME_MoonQueen,None,None,None,True,MoonQueen,MoonQueen,-2,,XL,9,Dark,Normal,None,None,None,False,130,100,115,110,100,100,2.500000,1.900000,2.100000,0.000000,10.000000,0.400000,10.000000,2.000000,1.000000,10.000000,8190.000000,1.000000,Boss,None,60,150,450,550,275,150,150,True,True,False,False,TowerBoss,True,True,False,150,1.000000,2,25,90,1.000000,False,True,0,False,True,100,0,9999,999900,True,130.000000,34.000000,"(X=0.000000,Y=0.000000,Z=-130.000000)",Handcraft,0,0,0,0,1,0,0,0,0,0,0,1,0,None,None,None,None,None
GYM_SnowTigerBeastman_2,PAL_NAME_VikingBoss,GYM_NAME_Viking,None,None,True,SnowTigerBeastman,GYM_SnowTigerBeastman_2,-2,,XL,10,Ice,None,None,None,None,False,140,100,130,120,100,100,2.000000,1.300000,1.700000,0.000000,75.000000,0.180000,10.000000,2.000000,1.000000,30.000000,8850.000000,1.000000,Boss,None,120,225,700,900,-1,225,330,True,True,False,True,TowerBoss,True,True,False,150,1.000000,6,25,90,1.000000,False,False,5,False,True,100,60,9999,999900,True,150.000000,80.000000,"(X=0.000000,Y=0.000000,Z=-150.000000)",Cool,0,0,0,0,0,0,2,2,0,0,8,0,0,None,None,None,None,None
GYM_BlueSkyDragon_2,PAL_NAME_SorajimaBoss,GYM_NAME_Sorajima,None,None,True,BlueSkyDragon,GYM_BlueSkyDragon,-1,,XL,9,Dragon,Water,Dragon,None,None,False,120,100,100,100,100,100,3.000000,2.500000,2.500000,0.000000,88.000000,0.200000,12.000000,2.500000,1.000000,30.000000,9062.000000,1.000000,Boss,None,50,300,700,-1,450,700,700,True,True,False,True,TowerBoss,True,True,False,150,1.000000,2,25,90,1.000000,False,False,9,False,True,100,50,9999,999900,True,67.550003,40.000000,"(X=0.000000,Y=0.000000,Z=-67.547000)",Watering,0,8,0,0,0,5,0,0,0,0,0,0,0,None,None,None,None,None
BadCatgirl,None,None,None,None,True,BadCatgirl,BadCatgirl,143,,M,4,Dark,None,Humanoid,None,None,False,110,100,100,100,100,100,3.500000,2.500000,2.500000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2182.000000,1.000000,Warlike,None,50,100,600,900,400,180,600,False,False,False,False,Cute,False,False,False,560,1.000000,6,25,90,1.000000,False,True,3,False,True,100,40,1250,125000,False,100.000000,34.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Handcraft,0,0,0,0,4,4,2,0,0,0,0,3,0,None,None,None,None,None
BlueberryFairy,None,None,None,None,True,BlueberryFairy,BlueberryFairy,147,,S,5,Leaf,Dark,Humanoid,None,None,False,105,100,95,100,100,100,3.800000,2.700000,2.500000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2063.000000,1.000000,Escape_to_Battle,None,100,150,550,700,350,550,550,False,False,False,False,Cute,False,False,False,380,1.000000,5,25,90,1.000000,False,True,3,False,True,100,40,1390,139000,False,100.000000,40.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Seeding,0,0,3,0,1,2,0,0,0,3,0,1,0,None,None,None,None,None
BOSS_Alpaca,PAL_NAME_Alpaca,BOSS_NAME_Alpaca,None,None,True,Alpaca,BOSS_Alpaca,-1,,XL,8,Normal,None,FourLegged,None,None,False,108,90,75,90,100,100,3.600000,3.500000,2.900000,0.000000,1.000000,0.480000,1.000000,1.000000,0.700000,10.000000,1582.000000,1.000000,NotInterested,None,62,62,500,1000,261,150,270,True,False,False,True,FieldBoss_Tier_5,False,False,False,150,1.000000,2,25,90,1.000000,False,False,9,False,True,100,50,2720,272000,False,180.000000,60.000000,"(X=10.000000,Y=-0.000000,Z=-30.000000)",MonsterFarm,0,0,0,0,0,0,0,0,0,0,0,0,2,None,None,None,None,None
BOSS_AmaterasuWolf,PAL_NAME_AmaterasuWolf,BOSS_NAME_AmaterasuWolf,None,None,True,AmaterasuWolf,BOSS_AmaterasuWolf,-1,,XL,8,Fire,None,FourLegged,None,None,False,120,70,115,100,110,100,3.000000,1.900000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3488.000000,1.000000,Boss,None,80,130,700,1200,415,210,330,True,False,False,True,FieldBoss_Tier_3,False,False,False,380,1.000000,5,25,90,1.000000,False,False,9,True,True,140,50,1670,167000,False,160.000000,80.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",EmitFlame,3,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None
BOSS_Anubis,PAL_NAME_Anubis,BOSS_NAME_Anubis,None,None,True,Anubis,BOSS_Anubis,-1,,XL,8,Earth,None,Humanoid,None,None,False,144,130,130,100,100,100,1.800000,1.300000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,6434.000000,1.000000,Boss,None,80,160,800,1000,480,240,300,True,False,False,True,FieldBoss_Tier_1,False,False,False,540,1.000000,8,25,90,1.000000,False,False,9,True,True,100,50,480,48000,False,156.000000,72.000000,"(X=-0.000000,Y=0.000000,Z=-33.019000)",Handcraft,0,0,0,0,6,0,0,6,0,0,0,4,0,ElementBoost_Earth_2_PAL,None,None,None,BossDefeatReward_Anubis
BOSS_BadCatgirl,PAL_NAME_BadCatgirl,BOSS_NAME_BadCatgirl,None,None,True,BadCatgirl,BOSS_BadCatgirl,-1,,L,5,Dark,None,Humanoid,None,None,False,132,100,100,100,100,100,2.400000,2.500000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,4364.000000,1.000000,Boss,None,50,100,600,900,400,180,600,True,False,False,True,FieldBoss_Tier_4,False,False,False,560,1.000000,6,25,90,1.000000,False,True,9,False,True,100,40,1250,125000,False,137.279999,34.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Handcraft,0,0,0,0,4,4,2,0,0,0,0,3,0,None,None,None,None,BossDefeatReward_BadCatgirl
BOSS_Baphomet,PAL_NAME_Baphomet,BOSS_NAME_Baphomet,None,None,True,Baphomet,BOSS_Baphomet,-1,,XL,8,Fire,Dark,Humanoid,None,None,False,114,150,100,85,100,100,3.300000,2.500000,3.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,2650.000000,1.000000,Boss,None,80,160,700,960,320,75,75,True,False,False,True,FieldBoss_Tier_3,False,False,False,380,1.000000,5,25,90,1.000000,False,True,9,True,True,100,50,1470,147000,False,220.000000,150.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",EmitFlame,3,0,0,0,2,0,0,3,0,0,0,2,0,None,None,None,None,None
BOSS_Baphomet_Dark,PAL_NAME_Baphomet_Dark,BOSS_NAME_Baphomet_Dark,None,None,True,Baphomet_Dark,BOSS_Baphomet_Dark,-1,,XL,8,Dark,None,Humanoid,None,None,False,114,150,105,85,100,100,3.300000,2.300000,3.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,4072.000000,1.000000,Boss,None,80,160,700,960,320,75,75,True,False,False,True,FieldBoss_Tier_3,False,False,False,380,1.000000,5,25,90,1.000000,False,True,9,True,True,100,50,1310,131000,False,220.000000,150.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Mining,0,0,0,0,3,0,0,4,0,0,0,3,0,None,None,None,None,None
BOSS_Bastet,PAL_NAME_Bastet,BOSS_NAME_Bastet,None,None,True,Bastet,BOSS_Bastet,-1,,S,5,Dark,None,FourLegged,None,None,False,84,70,60,70,100,100,4.800000,4.100000,3.700000,0.000000,1.000000,0.480000,1.000000,1.000000,0.700000,10.000000,1330.000000,1.000000,NotInterested,None,52,105,475,550,317,142,165,True,False,False,True,FieldBoss_Tier_5,False,False,False,100,1.000000,1,25,90,1.000000,False,True,9,False,True,100,50,3040,304000,False,62.000000,24.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",MonsterFarm,0,0,0,0,0,1,0,0,0,0,0,0,1,None,None,None,None,None
BOSS_Bastet_Ice,PAL_NAME_Bastet_Ice,BOSS_NAME_Bastet_Ice,None,None,True,Bastet_Ice,BOSS_Bastet_Ice,-1,,S,5,Ice,None,FourLegged,None,None,False,84,70,65,70,100,100,4.800000,3.900000,3.700000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,770.000000,1.000000,NotInterested,None,52,105,475,550,317,142,165,True,False,False,True,FieldBoss_Tier_5,False,False,False,100,1.000000,1,25,90,1.000000,False,False,9,False,True,100,50,2750,275000,False,60.000000,20.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",MonsterFarm,0,0,0,0,0,0,0,0,0,0,1,0,1,None,None,None,None,None
BOSS_BeardedDragon,PAL_NAME_BeardedDragon,BOSS_NAME_BeardedDragon,None,None,True,BeardedDragon,BeardedDragon,-1,,XL,7,Dragon,None,Dragon,None,None,False,120,100,100,100,100,100,3.000000,2.500000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,19940.000000,1.000000,Boss,None,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,FieldBoss_Tier_2,False,False,False,600,1.000000,9,25,90,1.000000,False,False,9,True,True,100,50,9999,999900,True,0.000000,0.000000,"(X=0.000000,Y=0.000000,Z=0.000000)",EmitFlame,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None
