RowName,PalId,WazaID,Level
PREDATOR_Baphomet_Dark050,PREDATOR_Baphomet_Dark,Inferno,50
PREDATOR_Baphomet_Dark070,PREDATOR_Baphomet_Dark,DarkLegion,70
Baphomet_Dark_Oilrig001,Baphomet_Dark_Oilrig,FireBlast,1
Baphomet_Dark_Oilrig007,Baphomet_Dark_Oilrig,FireSeed,7
Baphomet_Dark_Oilrig015,Baphomet_Dark_Oilrig,FlareArrow,15
Baphomet_Dark_Oilrig022,Baphomet_Dark_Oilrig,Unique_Baphomet_SwallowKite,22
Baphomet_Dark_Oilrig030,Baphomet_Dark_Oilrig,DarkWave,30
Baphomet_Dark_Oilrig035,Baphomet_Dark_Oilrig,Unique_Baphomet_Dark_DarkKite,35
Baphomet_Dark_Oilrig040,Baphomet_Dark_Oilrig,FireBall,40
Baphomet_Dark_Oilrig050,Baphomet_Dark_Oilrig,Inferno,50
Baphomet_Dark_Oilrig070,Baphomet_Dark_Oilrig,DarkLegion,70
Bastet001,Bastet,MudShot,1
Bastet007,Bastet,DarkBall,7
Bastet015,Bastet,DarkWave,15
Bastet022,Bastet,SandTornado,22
Bastet030,Bastet,GhostFlame,30
Bastet040,Bastet,ShadowBall,40
Bastet050,Bastet,DarkLaser,50
Bastet070,Bastet,DarkLegion,70
BOSS_Bastet001,BOSS_Bastet,MudShot,1
BOSS_Bastet007,BOSS_Bastet,DarkBall,7
BOSS_Bastet015,BOSS_Bastet,DarkWave,15
BOSS_Bastet022,BOSS_Bastet,SandTornado,22
BOSS_Bastet030,BOSS_Bastet,GhostFlame,30
BOSS_Bastet040,BOSS_Bastet,ShadowBall,40
BOSS_Bastet050,BOSS_Bastet,DarkLaser,50
BOSS_Bastet070,BOSS_Bastet,DarkLegion,70
Bastet_Ice001,Bastet_Ice,IceMissile,1
Bastet_Ice007,Bastet_Ice,AirCanon,7
Bastet_Ice015,Bastet_Ice,MudShot,15
Bastet_Ice022,Bastet_Ice,IceBlade,22
Bastet_Ice030,Bastet_Ice,BlizzardLance,30
Bastet_Ice040,Bastet_Ice,FrostBreath,40
Bastet_Ice050,Bastet_Ice,IcicleThrow,50
Bastet_Ice070,Bastet_Ice,DiamondFall,70
BOSS_Bastet_Ice001,BOSS_Bastet_Ice,IceMissile,1
BOSS_Bastet_Ice007,BOSS_Bastet_Ice,AirCanon,7
BOSS_Bastet_Ice015,BOSS_Bastet_Ice,MudShot,15
BOSS_Bastet_Ice022,BOSS_Bastet_Ice,IceBlade,22
BOSS_Bastet_Ice030,BOSS_Bastet_Ice,BlizzardLance,30
BOSS_Bastet_Ice040,BOSS_Bastet_Ice,FrostBreath,40
BOSS_Bastet_Ice050,BOSS_Bastet_Ice,IcicleThrow,50
BOSS_Bastet_Ice070,BOSS_Bastet_Ice,DiamondFall,70
Boar001,Boar,Unique_Boar_Tackle,1
Boar007,Boar,MudShot,7
Boar015,Boar,PowerShot,15
Boar022,Boar,StoneShotgun,22
Boar030,Boar,PowerBall,30
Boar040,Boar,RockLance,40
Boar050,Boar,HyperBeam,50
Boar070,Boar,RockBeat,70
BOSS_Boar001,BOSS_Boar,Unique_Boar_Tackle,1
BOSS_Boar007,BOSS_Boar,MudShot,7
BOSS_Boar015,BOSS_Boar,PowerShot,15
BOSS_Boar022,BOSS_Boar,StoneShotgun,22
BOSS_Boar030,BOSS_Boar,PowerBall,30
BOSS_Boar040,BOSS_Boar,RockLance,40
BOSS_Boar050,BOSS_Boar,HyperBeam,50
BOSS_Boar070,BOSS_Boar,RockBeat,70
Carbunclo001,Carbunclo,WindCutter,1
Carbunclo007,Carbunclo,AirCanon,7
Carbunclo015,Carbunclo,PowerShot,15
Carbunclo022,Carbunclo,SeedMachinegun,22
Carbunclo030,Carbunclo,PowerBall,30
Carbunclo040,Carbunclo,RootAttack,40
Carbunclo050,Carbunclo,SolarBeam,50
Carbunclo070,Carbunclo,WindBurst,70
BOSS_Carbunclo001,BOSS_Carbunclo,WindCutter,1
BOSS_Carbunclo007,BOSS_Carbunclo,AirCanon,7
BOSS_Carbunclo015,BOSS_Carbunclo,PowerShot,15
BOSS_Carbunclo022,BOSS_Carbunclo,SeedMachinegun,22
BOSS_Carbunclo030,BOSS_Carbunclo,PowerBall,30
BOSS_Carbunclo040,BOSS_Carbunclo,RootAttack,40
BOSS_Carbunclo050,BOSS_Carbunclo,SolarBeam,50
BOSS_Carbunclo070,BOSS_Carbunclo,WindBurst,70
ChickenPal001,ChickenPal,Unique_ChickenPal_ChickenPeck,1
ChickenPal007,ChickenPal,AirCanon,7
ChickenPal015,ChickenPal,PowerShot,15
ChickenPal022,ChickenPal,SelfDestruct,22
ChickenPal030,ChickenPal,GrassTornado,30
ChickenPal040,ChickenPal,SandTornado,40
ChickenPal050,ChickenPal,FlareTornado,50
ChickenPal070,ChickenPal,HolyBlast,70
BOSS_ChickenPal001,BOSS_ChickenPal,Unique_ChickenPal_ChickenPeck,1
BOSS_ChickenPal007,BOSS_ChickenPal,AirCanon,7
BOSS_ChickenPal015,BOSS_ChickenPal,PowerShot,15
BOSS_ChickenPal022,BOSS_ChickenPal,SelfDestruct,22
BOSS_ChickenPal030,BOSS_ChickenPal,GrassTornado,30
BOSS_ChickenPal040,BOSS_ChickenPal,SandTornado,40
BOSS_ChickenPal050,BOSS_ChickenPal,FlareTornado,50
BOSS_ChickenPal070,BOSS_ChickenPal,HolyBlast,70
ColorfulBird001,ColorfulBird,SelfDestruct,1
ColorfulBird007,ColorfulBird,AirCanon,7
ColorfulBird015,ColorfulBird,PowerShot,15
ColorfulBird022,ColorfulBird,SelfExplosion,22
ColorfulBird030,ColorfulBird,SandTornado,30
ColorfulBird040,ColorfulBird,PowerBall,40
ColorfulBird050,ColorfulBird,HyperBeam,50
ColorfulBird070,ColorfulBird,HolyBlast,70
BOSS_ColorfulBird001,BOSS_ColorfulBird,SelfDestruct,1
BOSS_ColorfulBird007,BOSS_ColorfulBird,AirCanon,7
BOSS_ColorfulBird015,BOSS_ColorfulBird,PowerShot,15
BOSS_ColorfulBird022,BOSS_ColorfulBird,SelfExplosion,22
BOSS_ColorfulBird030,BOSS_ColorfulBird,SandTornado,30
BOSS_ColorfulBird040,BOSS_ColorfulBird,PowerBall,40
BOSS_ColorfulBird050,BOSS_ColorfulBird,HyperBeam,50
BOSS_ColorfulBird070,BOSS_ColorfulBird,HolyBlast,70
CuteFox001,CuteFox,AirCanon,1
CuteFox007,CuteFox,MudShot,7
CuteFox015,CuteFox,PowerShot,15
CuteFox022,CuteFox,WindCutter,22
CuteFox030,CuteFox,SeedMachinegun,30
CuteFox040,CuteFox,PowerBall,40
CuteFox050,CuteFox,HyperBeam,50
CuteFox070,CuteFox,HolyBlast,70
BOSS_CuteFox001,BOSS_CuteFox,AirCanon,1
BOSS_CuteFox007,BOSS_CuteFox,MudShot,7
BOSS_CuteFox015,BOSS_CuteFox,PowerShot,15
BOSS_CuteFox022,BOSS_CuteFox,WindCutter,22
BOSS_CuteFox030,BOSS_CuteFox,SeedMachinegun,30
BOSS_CuteFox040,BOSS_CuteFox,PowerBall,40
BOSS_CuteFox050,BOSS_CuteFox,HyperBeam,50
BOSS_CuteFox070,BOSS_CuteFox,HolyBlast,70
Deer001,Deer,PowerShot,1
Deer007,Deer,Unique_Deer_PushupHorn,7
Deer015,Deer,StoneShotgun,15
Deer022,Deer,ThrowRock,22
Deer030,Deer,PowerBall,30
Deer040,Deer,RockLance,40
Deer050,Deer,HyperBeam,50
Deer070,Deer,HolyBlast,70
BOSS_Deer001,BOSS_Deer,PowerShot,1
BOSS_Deer007,BOSS_Deer,Unique_Deer_PushupHorn,7
BOSS_Deer015,BOSS_Deer,StoneShotgun,15
BOSS_Deer022,BOSS_Deer,ThrowRock,22
BOSS_Deer030,BOSS_Deer,PowerBall,30
BOSS_Deer040,BOSS_Deer,RockLance,40
BOSS_Deer050,BOSS_Deer,HyperBeam,50
BOSS_Deer070,BOSS_Deer,HolyBlast,70
Deer_Ground001,Deer_Ground,PowerShot,1
Deer_Ground007,Deer_Ground,Unique_Deer_PushupHorn,7
Deer_Ground015,Deer_Ground,StoneShotgun,15
Deer_Ground018,Deer_Ground,Unique_Deer_Ground_DirtyHorn,18
Deer_Ground022,Deer_Ground,ThrowRock,22
Deer_Ground030,Deer_Ground,PowerBall,30
Deer_Ground040,Deer_Ground,SandTornado,40
Deer_Ground050,Deer_Ground,RockLance,50
Deer_Ground070,Deer_Ground,RockBeat,70
BOSS_Deer_Ground001,BOSS_Deer_Ground,PowerShot,1
BOSS_Deer_Ground007,BOSS_Deer_Ground,Unique_Deer_PushupHorn,7
BOSS_Deer_Ground015,BOSS_Deer_Ground,StoneShotgun,15
BOSS_Deer_Ground018,BOSS_Deer_Ground,Unique_Deer_Ground_DirtyHorn,18
BOSS_Deer_Ground022,BOSS_Deer_Ground,ThrowRock,22
BOSS_Deer_Ground030,BOSS_Deer_Ground,PowerBall,30
BOSS_Deer_Ground040,BOSS_Deer_Ground,SandTornado,40
BOSS_Deer_Ground050,BOSS_Deer_Ground,RockLance,50
BOSS_Deer_Ground070,BOSS_Deer_Ground,RockBeat,70
DrillGame001,DrillGame,WaterGun,1
DrillGame007,DrillGame,StoneShotgun,7
DrillGame015,DrillGame,Unique_DrillGame_ShellAttack,15
DrillGame022,DrillGame,ThrowRock,22
DrillGame030,DrillGame,SandTornado,30
DrillGame040,DrillGame,WaterBall,40
DrillGame050,DrillGame,RockLance,50
DrillGame070,DrillGame,RockBeat,70
BOSS_DrillGame001,BOSS_DrillGame,WaterGun,1
BOSS_DrillGame007,BOSS_DrillGame,StoneShotgun,7
BOSS_DrillGame015,BOSS_DrillGame,Unique_DrillGame_ShellAttack,15
BOSS_DrillGame022,BOSS_DrillGame,ThrowRock,22
BOSS_DrillGame030,BOSS_DrillGame,SandTornado,30
BOSS_DrillGame040,BOSS_DrillGame,WaterBall,40
BOSS_DrillGame050,BOSS_DrillGame,RockLance,50
BOSS_DrillGame070,BOSS_DrillGame,RockBeat,70
PREDATOR_DrillGame001,PREDATOR_DrillGame,WaterGun,1
PREDATOR_DrillGame007,PREDATOR_DrillGame,StoneShotgun,7
PREDATOR_DrillGame010,PREDATOR_DrillGame,PredatorWave,10
PREDATOR_DrillGame015,PREDATOR_DrillGame,Unique_DrillGame_ShellAttack,15
PREDATOR_DrillGame020,PREDATOR_DrillGame,PredatorLockon,20
PREDATOR_DrillGame022,PREDATOR_DrillGame,ThrowRock,22
PREDATOR_DrillGame029,PREDATOR_DrillGame,SandTornado,29
PREDATOR_DrillGame030,PREDATOR_DrillGame,PredatorBeam,30
PREDATOR_DrillGame040,PREDATOR_DrillGame,WaterBall,40
PREDATOR_DrillGame050,PREDATOR_DrillGame,RockLance,50
PREDATOR_DrillGame070,PREDATOR_DrillGame,RockBeat,70
Eagle001,Eagle,Unique_Eagle_GlidingNail,1
Eagle007,Eagle,AirCanon,7
Eagle015,Eagle,MudShot,15
Eagle022,Eagle,WindCutter,22
Eagle030,Eagle,SandTornado,30
Eagle040,Eagle,GrassTornado,40
Eagle050,Eagle,HyperBeam,50
Eagle070,Eagle,HolyBlast,70
BOSS_Eagle001,BOSS_Eagle,Unique_Eagle_GlidingNail,1
BOSS_Eagle007,BOSS_Eagle,AirCanon,7
BOSS_Eagle015,BOSS_Eagle,MudShot,15
BOSS_Eagle022,BOSS_Eagle,WindCutter,22
BOSS_Eagle030,BOSS_Eagle,SandTornado,30
BOSS_Eagle040,BOSS_Eagle,GrassTornado,40
BOSS_Eagle050,BOSS_Eagle,HyperBeam,50
BOSS_Eagle070,BOSS_Eagle,HolyBlast,70
ElecPanda001,ElecPanda,SpreadPulse,1
ElecPanda007,ElecPanda,ElecWave,7
ElecPanda015,ElecPanda,Unique_ElecPanda_ElecScratch,15
ElecPanda022,ElecPanda,LineThunder,22
ElecPanda030,ElecPanda,ThreeThunder,30
ElecPanda040,ElecPanda,LightningStrike,40
ElecPanda050,ElecPanda,Thunderbolt,50
ElecPanda055,ElecPanda,Unique_ElecPanda_GatlingAttack,55
ElecPanda070,ElecPanda,ShokeiLaser,70
BOSS_ElecPanda001,BOSS_ElecPanda,SpreadPulse,1
BOSS_ElecPanda007,BOSS_ElecPanda,ElecWave,7
BOSS_ElecPanda015,BOSS_ElecPanda,Unique_ElecPanda_ElecScratch,15
BOSS_ElecPanda022,BOSS_ElecPanda,LineThunder,22
BOSS_ElecPanda030,BOSS_ElecPanda,ThreeThunder,30
BOSS_ElecPanda040,BOSS_ElecPanda,LightningStrike,40
BOSS_ElecPanda050,BOSS_ElecPanda,Thunderbolt,50
BOSS_ElecPanda055,BOSS_ElecPanda,Unique_ElecPanda_GatlingAttack,55
BOSS_ElecPanda070,BOSS_ElecPanda,ShokeiLaser,70
GYM_ElecPanda001,GYM_ElecPanda,Unique_ElecPanda_ElecScratch,1
GYM_ElecPanda002,GYM_ElecPanda,SpreadPulse,2
GYM_ElecPanda003,GYM_ElecPanda,ElecWave,3
GYM_ElecPanda004,GYM_ElecPanda,ThunderFunnel,4
GYM_ElecPanda005,GYM_ElecPanda,LockonLaser,5
GYM_ElecPanda_Otomo001,GYM_ElecPanda_Otomo,SpreadPulse,1
GYM_ElecPanda_Otomo003,GYM_ElecPanda_Otomo,ElecWave,3
GYM_ElecPanda_Otomo007,GYM_ElecPanda_Otomo,ThunderBall,7
GYM_ElecPanda_Otomo010,GYM_ElecPanda_Otomo,ThunderFunnel,10
GYM_ElecPanda_Otomo012,GYM_ElecPanda_Otomo,LockonLaser,12
GYM_ElecPanda_Otomo015,GYM_ElecPanda_Otomo,Unique_ElecPanda_ElecScratch,15
GYM_ElecPanda_Otomo022,GYM_ElecPanda_Otomo,LineThunder,22
GYM_ElecPanda_Otomo030,GYM_ElecPanda_Otomo,ThreeThunder,30
GYM_ElecPanda_Otomo040,GYM_ElecPanda_Otomo,LightningStrike,40
GYM_ElecPanda_Otomo050,GYM_ElecPanda_Otomo,Thunderbolt,50
GYM_ElecPanda_Otomo055,GYM_ElecPanda_Otomo,Unique_ElecPanda_GatlingAttack,55
GYM_ElecPanda_Otomo070,GYM_ElecPanda_Otomo,ShokeiLaser,70
Ganesha001,Ganesha,WaterGun,1
Ganesha007,Ganesha,AquaJet,7
Ganesha015,Ganesha,MudShot,15
Ganesha022,Ganesha,BubbleShot,22
Ganesha030,Ganesha,AcidRain,30
Ganesha040,Ganesha,WaterBall,40
Ganesha050,Ganesha,HydroPump,50
Ganesha070,Ganesha,SeaGush,70
BOSS_Ganesha001,BOSS_Ganesha,WaterGun,1
BOSS_Ganesha007,BOSS_Ganesha,AquaJet,7
BOSS_Ganesha015,BOSS_Ganesha,MudShot,15
BOSS_Ganesha022,BOSS_Ganesha,BubbleShot,22
BOSS_Ganesha030,BOSS_Ganesha,AcidRain,30
BOSS_Ganesha040,BOSS_Ganesha,WaterBall,40
BOSS_Ganesha050,BOSS_Ganesha,HydroPump,50
BOSS_Ganesha070,BOSS_Ganesha,SeaGush,70
Garm001,Garm,Unique_Garm_BiteV2,1
Garm002,Garm,Unique_Garm_Bite,2
Garm007,Garm,MudShot,7
Garm015,Garm,AirCanon,15
Garm022,Garm,PowerShot,22
Garm030,Garm,FireBlast,30
Garm040,Garm,PowerBall,40
Garm050,Garm,HyperBeam,50
Garm070,Garm,HolyBlast,70
BOSS_Garm001,BOSS_Garm,Unique_Garm_BiteV2,1
BOSS_Garm002,BOSS_Garm,Unique_Garm_Bite,2
BOSS_Garm007,BOSS_Garm,MudShot,7
BOSS_Garm015,BOSS_Garm,AirCanon,15
BOSS_Garm022,BOSS_Garm,PowerShot,22
BOSS_Garm030,BOSS_Garm,FireBlast,30
BOSS_Garm040,BOSS_Garm,PowerBall,40
BOSS_Garm050,BOSS_Garm,HyperBeam,50
BOSS_Garm070,BOSS_Garm,HolyBlast,70
PREDATOR_Garm001,PREDATOR_Garm,Unique_Garm_BiteV2,1
PREDATOR_Garm002,PREDATOR_Garm,Unique_Garm_Bite,2
PREDATOR_Garm010,PREDATOR_Garm,PredatorWave,10
PREDATOR_Garm020,PREDATOR_Garm,PredatorLockon,20
PREDATOR_Garm022,PREDATOR_Garm,PowerShot,22
PREDATOR_Garm029,PREDATOR_Garm,FireBlast,29
PREDATOR_Garm030,PREDATOR_Garm,PredatorBeam,30
PREDATOR_Garm040,PREDATOR_Garm,PowerBall,40
PREDATOR_Garm070,PREDATOR_Garm,HolyBlast,70
Gorilla001,Gorilla,MudShot,1
Gorilla007,Gorilla,PowerShot,7
Gorilla015,Gorilla,Unique_Gorilla_GroundPunch,15
Gorilla022,Gorilla,StoneShotgun,22
Gorilla030,Gorilla,SeedMachinegun,30
Gorilla040,Gorilla,PowerBall,40
Gorilla050,Gorilla,HyperBeam,50
Gorilla070,Gorilla,HolyBlast,70
BOSS_Gorilla001,BOSS_Gorilla,MudShot,1
BOSS_Gorilla007,BOSS_Gorilla,PowerShot,7
BOSS_Gorilla015,BOSS_Gorilla,Unique_Gorilla_GroundPunch,15
BOSS_Gorilla022,BOSS_Gorilla,StoneShotgun,22
BOSS_Gorilla030,BOSS_Gorilla,SeedMachinegun,30
BOSS_Gorilla040,BOSS_Gorilla,PowerBall,40
BOSS_Gorilla050,BOSS_Gorilla,HyperBeam,50
BOSS_Gorilla070,BOSS_Gorilla,HolyBlast,70
PREDATOR_Gorilla001,PREDATOR_Gorilla,MudShot,1
PREDATOR_Gorilla007,PREDATOR_Gorilla,PowerShot,7
PREDATOR_Gorilla010,PREDATOR_Gorilla,PredatorWave,10
PREDATOR_Gorilla015,PREDATOR_Gorilla,Unique_Gorilla_GroundPunch,15
PREDATOR_Gorilla020,PREDATOR_Gorilla,PredatorLockon,20
PREDATOR_Gorilla022,PREDATOR_Gorilla,StoneShotgun,22
PREDATOR_Gorilla029,PREDATOR_Gorilla,SeedMachinegun,29
PREDATOR_Gorilla030,PREDATOR_Gorilla,PredatorBeam,30
PREDATOR_Gorilla040,PREDATOR_Gorilla,PowerBall,40
PREDATOR_Gorilla070,PREDATOR_Gorilla,HolyBlast,70
Hedgehog001,Hedgehog,ElecWave,1
Hedgehog007,Hedgehog,PowerShot,7
Hedgehog015,Hedgehog,ThunderBall,15
Hedgehog022,Hedgehog,PowerBall,22
Hedgehog030,Hedgehog,ThreeThunder,30
Hedgehog040,Hedgehog,LineThunder,40
Hedgehog050,Hedgehog,Thunderbolt,50
Hedgehog070,Hedgehog,Railbolt,70
BOSS_Hedgehog001,BOSS_Hedgehog,ElecWave,1
BOSS_Hedgehog007,BOSS_Hedgehog,PowerShot,7
BOSS_Hedgehog015,BOSS_Hedgehog,ThunderBall,15
BOSS_Hedgehog022,BOSS_Hedgehog,PowerBall,22
BOSS_Hedgehog030,BOSS_Hedgehog,ThreeThunder,30
BOSS_Hedgehog040,BOSS_Hedgehog,LineThunder,40
BOSS_Hedgehog050,BOSS_Hedgehog,Thunderbolt,50
BOSS_Hedgehog070,BOSS_Hedgehog,Railbolt,70
Hedgehog_Ice001,Hedgehog_Ice,IceMissile,1
Hedgehog_Ice007,Hedgehog_Ice,PowerShot,7
Hedgehog_Ice015,Hedgehog_Ice,BlizzardLance,15
Hedgehog_Ice022,Hedgehog_Ice,PowerBall,22
Hedgehog_Ice030,Hedgehog_Ice,IceBlade,30
Hedgehog_Ice040,Hedgehog_Ice,FrostBreath,40
Hedgehog_Ice050,Hedgehog_Ice,IcicleThrow,50
Hedgehog_Ice070,Hedgehog_Ice,DiamondFall,70
BOSS_Hedgehog_Ice001,BOSS_Hedgehog_Ice,IceMissile,1
BOSS_Hedgehog_Ice007,BOSS_Hedgehog_Ice,PowerShot,7
BOSS_Hedgehog_Ice015,BOSS_Hedgehog_Ice,BlizzardLance,15
BOSS_Hedgehog_Ice022,BOSS_Hedgehog_Ice,PowerBall,22
BOSS_Hedgehog_Ice030,BOSS_Hedgehog_Ice,IceBlade,30
BOSS_Hedgehog_Ice040,BOSS_Hedgehog_Ice,FrostBreath,40
BOSS_Hedgehog_Ice050,BOSS_Hedgehog_Ice,IcicleThrow,50
BOSS_Hedgehog_Ice070,BOSS_Hedgehog_Ice,DiamondFall,70
Kirin001,Kirin,SpreadPulse,1
Kirin007,Kirin,ElecWave,7
Kirin011,Kirin,Unique_Kirin_LightningTackle,11
Kirin015,Kirin,LockonLaser,15
Kirin022,Kirin,LineThunder,22
Kirin030,Kirin,ThreeThunder,30
Kirin040,Kirin,LightningStrike,40
Kirin050,Kirin,Thunderbolt,50
Kirin070,Kirin,Railbolt,70
BOSS_Kirin001,BOSS_Kirin,SpreadPulse,1
BOSS_Kirin007,BOSS_Kirin,ElecWave,7
BOSS_Kirin011,BOSS_Kirin,Unique_Kirin_LightningTackle,11
BOSS_Kirin015,BOSS_Kirin,LockonLaser,15
BOSS_Kirin022,BOSS_Kirin,LineThunder,22
BOSS_Kirin030,BOSS_Kirin,ThreeThunder,30
BOSS_Kirin040,BOSS_Kirin,LightningStrike,40
BOSS_Kirin050,BOSS_Kirin,Thunderbolt,50
BOSS_Kirin070,BOSS_Kirin,Railbolt,70
Kirin_Ice001,Kirin_Ice,IceMissile,1
Kirin_Ice007,Kirin_Ice,IceBlade,7
Kirin_Ice015,Kirin_Ice,BlizzardLance,15
Kirin_Ice022,Kirin_Ice,IceWall,22
Kirin_Ice030,Kirin_Ice,IcicleThrow,30
Kirin_Ice040,Kirin_Ice,DiamondFall,40
Kirin_Ice050,Kirin_Ice,IceAge,50
Kirin_Ice070,Kirin_Ice,Unique_Kirin_Ice_IceTackle,70
BOSS_Kirin_Ice001,BOSS_Kirin_Ice,IceMissile,1
BOSS_Kirin_Ice007,BOSS_Kirin_Ice,IceBlade,7
BOSS_Kirin_Ice015,BOSS_Kirin_Ice,BlizzardLance,15
BOSS_Kirin_Ice022,BOSS_Kirin_Ice,IceWall,22
BOSS_Kirin_Ice030,BOSS_Kirin_Ice,IcicleThrow,30
BOSS_Kirin_Ice040,BOSS_Kirin_Ice,DiamondFall,40
BOSS_Kirin_Ice050,BOSS_Kirin_Ice,IceAge,50
BOSS_Kirin_Ice070,BOSS_Kirin_Ice,Unique_Kirin_Ice_IceTackle,70
Kitsunebi001,Kitsunebi,FireBlast,1
Kitsunebi007,Kitsunebi,MudShot,7
Kitsunebi015,Kitsunebi,FireSeed,15
Kitsunebi022,Kitsunebi,FlareArrow,22
Kitsunebi030,Kitsunebi,Flamethrower,30
Kitsunebi040,Kitsunebi,GhostFlame,40
Kitsunebi050,Kitsunebi,FireBall,50
Kitsunebi070,Kitsunebi,DragonMeteor,70
BOSS_Kitsunebi001,BOSS_Kitsunebi,FireBlast,1
BOSS_Kitsunebi007,BOSS_Kitsunebi,MudShot,7
BOSS_Kitsunebi015,BOSS_Kitsunebi,FireSeed,15
BOSS_Kitsunebi022,BOSS_Kitsunebi,FlareArrow,22
BOSS_Kitsunebi030,BOSS_Kitsunebi,Flamethrower,30
BOSS_Kitsunebi040,BOSS_Kitsunebi,GhostFlame,40
BOSS_Kitsunebi050,BOSS_Kitsunebi,FireBall,50
BOSS_Kitsunebi070,BOSS_Kitsunebi,DragonMeteor,70
Kitsunebi_Ice001,Kitsunebi_Ice,IceMissile,1
Kitsunebi_Ice007,Kitsunebi_Ice,AquaJet,7
Kitsunebi_Ice015,Kitsunebi_Ice,IceBlade,15
Kitsunebi_Ice022,Kitsunebi_Ice,BlizzardLance,22
Kitsunebi_Ice030,Kitsunebi_Ice,FrostBreath,30
Kitsunebi_Ice040,Kitsunebi_Ice,IciclePierce,40
Kitsunebi_Ice050,Kitsunebi_Ice,IcicleThrow,50
Kitsunebi_Ice070,Kitsunebi_Ice,DiamondFall,70
BOSS_Kitsunebi_Ice001,BOSS_Kitsunebi_Ice,IceMissile,1
